collection_no,NOW_loc,collection_name,collection_aka,stratgroup,formation,member,cc,cc.1,state,county,early_interval,late_interval,max_ma,min_ma,diff,notes,
17697,CP101,Steamboat Rock,,,Gering,,US,US,Nebraska,Scotts Bluff,Geringian,,30.8,26.3,4.5,,
17721,CP101,West of UNSM Sf-101 (Gering),,,Gering,,US,US,Nebraska,Scotts Bluff,Geringian,,30.8,26.3,4.5,,
17446,CP101,Albin,,,Gering,,US,US,Wyoming,Laramie,Geringian,,30.8,26.3,4.5,,
17522,CP101,Horse Creek (Banner County),,,,,US,US,Nebraska,Banner,Geringian,,30.8,26.3,4.5,,
17567,CP101,Nipple Butte Quarry,"Mo-104, in part",Arikaree,Brule,Brown Siltstone,US,US,Nebraska,Morrill,Arikareean,,30.8,20.43,10.37,,
17568,CP101,No Name,Mo-105,Arikaree,Brule,Brown Siltstone,US,US,Nebraska,Morrill,Arikareean,,30.8,20.43,10.37,,
17719,CP101,Upper Brown Siltstone,"UNSM Bx-59a, Schomp Ranch (Sioux Co.)",,Gering,,US,US,Nebraska,Box Butte and Sioux,Arikareean,,30.8,20.43,10.37,,
17708,CP101,UNSM Dw-108,,lower Arikaree,Gering,,US,US,Nebraska,Dawes,Arikareean,,30.8,20.43,10.37,,
156729,CP101,Wagner Quarry,,Arikaree,Gering,,US,US,Nebraska,Dawes,early Early Arikareean,,30.8,20.43,10.37,,
17542,CP101,Middlebranch,,,Gering,,US,US,Nebraska,Knox,Arikareean,,30.8,20.43,10.37,,
17440,CP101,Above Wagner Quarry,,,probably Gering,,US,US,Nebraska,Dawes,Arikareean,,30.8,20.43,10.37,changed to Geringian,
17692,CP101,Southwest of Harrisburg,,,,,US,US,Nebraska,Banner,Arikareean,,30.8,20.43,10.37,S&F68? Found in Martin 1973 Dissertation,
17538,CP101,Lower Arikaree Group (Dawes Co.),UNSM Dw-108; Wagner Quarry,,,,US,US,Nebraska,Dawes,Arikareean,,30.8,20.43,10.37,,
17485,CP101,Chimney Rock (Arikaree),Scotssbluff,,,,US,US,Nebraska,Morrill,Arikareean,,30.8,20.43,10.37,Gering Fm. from Martin 1973 disssertation,
17513,CP101,Gering A,,,,,US,US,Nebraska,Morrill,Arikareean,,30.8,20.43,10.37,,
17514,CP101,Gering B,,,,,US,US,Nebraska,Morrill,Arikareean,,30.8,20.43,10.37,,
17515,CP101,Gering C,UNSM Mo-120,,,,US,US,Nebraska,Morrill,Arikareean,,30.8,20.43,10.37,,
17699,CP101,Stout's Micro Locality,UNSM Mo-107 (in part) Gering B,,,,US,US,Nebraska,Morrill,Arikareean,,30.8,20.43,10.37,,
17503,CP101,East of White Clay,,,,,US,US,Nebraska,Sheridan,Arikareean,,30.8,20.43,10.37,,
17572,CP101,North of Rushville,,,,,US,US,Nebraska,Sheridan,Arikareean,,30.8,20.43,10.37,,
17523,CP101,Horse Creek (Sioux County),,,,,US,US,Nebraska,Sioux,Arikareean,,30.8,20.43,10.37,,
17604,CP101,Joe Sanford Ranch,,,,,US,US,Nebraska,Sioux,Arikareean,,30.8,20.43,10.37,,
74154,CP102,Monroe Creek (Cook Collection),,,Monroe Creek,,US,US,Nebraska,Sioux,Monroecreekian,,26.3,24.8,1.5,,
17565,CP102,Monroe Creek (Type),,,Monroe Creek,,US,US,Nebraska,Sioux,Monroecreekian,,26.3,24.8,1.5,,
17704,CP102,Tunnel Hill,,Arikaree,Harrison,Lower,US,US,Nebraska,southern Sioux,Harrisonian,,24.8,20.43,4.37,,
17569,CP102,Northeast of Bridgeport (Arikaree),,,,,US,US,Nebraska,Morrill,Arikareean,,30.8,20.43,10.37,,
17539,CP102,Lower Monroe Creek,,,,,US,US,Nebraska,Sioux,Arikareean,,30.8,20.43,10.37,,
17732,CP103A,33 Ranch,,Arikaree,Harrison,Lower,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17857,CP103A,Whistle Creek (Lower),,Arikaree,Harrison,Lower,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17806,CP103A,Mouth of Bear Creek 1,,,Harrison,,US,US,Nebraska,Cherry,Harrisonian,,24.8,20.43,4.37,,
17807,CP103A,Mouth of Bear Creek 2,,,Harrison,,US,US,Nebraska,Cherry,Harrisonian,,24.8,20.43,4.37,,
17808,CP103A,Mouth of Bear Creek 3,,,Harrison,,US,US,Nebraska,Cherry,Harrisonian,,24.8,20.43,4.37,,
17816,CP103A,Olson Ranch,UNSM Cr-125,Arikaree,Harrison,,US,US,Nebraska,Cherry,Harrisonian,,24.8,20.43,4.37,,
17841,CP103A,South of Merriman,,,Harrison,,US,US,Nebraska,Cherry,Harrisonian,,24.8,20.43,4.37,,
17734,CP103A,Agate (1 Mile NE),,,Harrison,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17740,CP103A,Agate (8 Miles NE),,,Harrison,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17781,CP103A,First Breaks South of Harrison,,,Harrison,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
34807,CP103A,Harrison Formation (Migmacastor Locality),Near East Section Line,,Harrison,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17792,CP103A,Hole in the Rock,,,Harrison,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17818,CP103A,Peterson's Quarry A,,Arikaree,Harrison,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17819,CP103A,Pine Ridge Escarpment,Eagle Crag; Squaw Butte,,Harrison,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17845,CP103A,Stenomylus Quarry,Amherst Quarry,,Harrison,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17846,CP103A,Syndyoceras Quarry,Syndyoceras Hill,,Harrison,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17862,CP103A,Young Site,,,Harrison,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17863,CP103A,Zodiolestes Locality,,,Harrison,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17842,CP103A,South Side of Dry Creek,,Hemingford,Marsland,,US,US,Nebraska,Box Butte,Harrisonian,,24.8,20.43,4.37,,
67638,CP103A,Reunion Creek,UNSM Cr-167,Arikaree,Reunion Creek Beds,,US,US,Nebraska,Cherry,Harrisonian,,24.8,20.43,4.37,,
17690,CP103A,Southwest of Eagles Nest Butte,,,,,US,US,South Dakota,Washabaugh,Arikareean,,30.8,20.43,10.37,,
17802,CP103B,McCann Canyon Quarry,UNSM Cr-117; Mouth of McCann Canyon,,Harrison,,US,US,Nebraska,Cherry,Harrisonian,,24.8,20.43,4.37,,
28043,CP103II,Stage Hill I,Millenium's End Quarry; UNSM Sf-105; Wildcat Ridge,Arikaree,Wildcat Hills Beds,,US,US,Nebraska,Scotts Bluff,Harrisonian,,24.8,20.43,4.37,,
17843,CP103II,Stage Hill II,UNSM Sf-105,Arikaree,Wildcat Hills Beds,,US,US,Nebraska,Scotts Bluff,Harrisonian,,24.8,20.43,4.37,,
188963,CP103IIA,Agate (Oxydactylus campestris type locality),,,Harrison,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17778,CP103IIA,Diceratherium Quarry,,,,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
69806,CP104A,Belmont Grade,UNSM Dw-123,Arikaree,Coffee Mill Butte Beds,,US,US,Nebraska,Dawes,Harrisonian,,24.8,20.43,4.37,,
69807,CP104A,Collins Ranch,UNSM Sh-114,,Lavaca Flats Beds,Lions Bridge Beds,US,US,Nebraska,Sheridan,Harrisonian,,24.8,20.43,4.37,,
17741,CP104A,Agate Springs Quarries,Agate Bone Bed; Agate Fossil Beds; Agate Spring Quarries; Carnegie Hill; University Hill; Peterson's Quarries 1 and 2; ETE Locality 1506,Hemingford,Marsland,Basal,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17744,CP104A,American Museum-Cook Quarry,"Cook's ""Pocket""",Hemingford,Marsland,Basal,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17789,CP104A,Harper Quarry,,Hemingford,Marsland,Basal,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
22641,CP104A,Beardog Hill,"ETE Locality 1515, Agate Spring Quarry 3, Den Site",Hemingford,Marsland,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17766,CP104A,Cart Trail Quarry,,Arikaree,,,US,US,Nebraska,Box Butte,Harrisonian,,24.8,20.43,4.37,loc for age only; from Barnosky and Carrasco 2002,
17856,CP104B,West Morava Ranch,,Arikaree,Harrison,,US,US,Nebraska,Box Butte,Harrisonian,,24.8,20.43,4.37,,
17791,CP104B,Hay Springs Creek (Upper Harrison),,Hemingford,Marsland,,US,US,Nebraska,Dawes,Harrisonian,,24.8,20.43,4.37,,
17809,CP104B,Niobrara Canyon,,Hemingford,Marsland,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17786,CP104B,Galusha Stenomylus Quarry,,Arikaree,,,US,US,Nebraska,Box Butte,Harrisonian,,24.8,20.43,4.37,,
17805,CP104B,Morava Ranch Quarry,,,,,US,US,Nebraska,Box Butte,Harrisonian,,24.8,20.43,4.37,,
17963,CP104B,Marsland Quarry,UNSM Bx-22; UW V-34001,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17735,CP105,Agate (2 Miles NE),,Hemingford,Marsland,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17736,CP105,Agate (3 Miles NE),,Hemingford,Marsland,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17737,CP105,Agate (4 Miles N),,Hemingford,Marsland,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17738,CP105,Agate (5-7 Miles NE),,Hemingford,Marsland,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17739,CP105,Agate (7 Miles NE),,Hemingford,Marsland,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17858,CP105,Whistle Creek (Upper),,Hemingford,Marsland,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,,
17799,CP105,Lions Bridge,,,Runningwater,,US,US,Nebraska,Cherry,Harrisonian,,24.8,20.43,4.37,,
17997,CP105,Spiers Quarry,,,? Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17899,CP105,East Channel Prospect,,,Runningwater,lower,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17875,CP105,Below Dry Creek Prospect B,,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17923,CP105,Havorka Quarry,Hovorka's Quarry; UNSM Bx-21,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17929,CP105,Hemingford Quarry 0,UNSM Bx-0,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17936,CP105,Hemingford Quarry 11A,UNSM Bx-11A,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17937,CP105,Hemingford Quarry 11B,UNSM Bx-11B,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17938,CP105,Hemingford Quarry 12,UNSM Bx-12,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17939,CP105,Hemingford Quarry 12A,UNSM Bx-12A,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17940,CP105,Hemingford Quarry 12B,UNSM Bx-12B; UNSM Bx-71,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17941,CP105,Hemingford Quarry 12C,UNSM Bx-12C,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17942,CP105,Hemingford Quarry 12D,UNSM Bx-12D,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17943,CP105,Hemingford Quarry 17,UNSM Bx-17,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17930,CP105,Hemingford Quarry 2,UNSM Bx-2,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17944,CP105,Hemingford Quarry 21,UNSM Bx-21,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17945,CP105,Hemingford Quarry 23,UNSM Bx-23,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17948,CP105,Hemingford Quarry 27,UNSM Bx-27,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17949,CP105,Hemingford Quarry 28,UNSM Bx-28,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17931,CP105,Hemingford Quarry 3,UNSM Bx-3,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17950,CP105,Hemingford Quarry 51,UNSM Bx-51,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17932,CP105,Hemingford Quarry 7,UNSM Bx-7,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17933,CP105,Hemingford Quarry 7A,UNSM Bx-7A,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17934,CP105,Hemingford Quarry 7B,UNSM Bx-7B,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17935,CP105,Hemingford Quarry 9,UNSM Bx-9,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17954,CP105,Hovarka Quarry,,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
156991,CP105,Marsland,,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17973,CP105,Nonpareil Sand Pit,,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17989,CP105,Runningwater Quarry,UNSM Bx-58,,Runningwater,,US,US,Nebraska,Box Butte,Early Hemingfordian,,20.43,15.97,4.46,,
17865,CP105,Aletomeryx Quarry,Lull's Quarry F; UNSM Cr-23,Hemingford,Runningwater,,US,US,Nebraska,Cherry,Early Hemingfordian,,20.43,15.97,4.46,,
69808,CP105,Eastern Runningwater Fauna,UNSM Cr-23; UNSM Cr-129; UNSM Cr-130; UNSM Cr-135; UNSM Cr-137; UNSM Cr-160,,Runningwater,,US,US,Nebraska,Cherry,Early Hemingfordian,,20.43,15.97,4.46,,
18005,CP105,Two Miles West of Pole Creek Quarry,,,Runningwater,,US,US,Nebraska,Cherry,Early Hemingfordian,,20.43,15.97,4.46,,
18006,CP105,UNSM Cr-101,,,Runningwater,,US,US,Nebraska,Cherry,Early Hemingfordian,,20.43,15.97,4.46,,
18007,CP105,UNSM Cr-126,,,Runningwater,,US,US,Nebraska,Cherry,Early Hemingfordian,,20.43,15.97,4.46,,
18008,CP105,UNSM Cr-127,,,Runningwater,,US,US,Nebraska,Cherry,Early Hemingfordian,,20.43,15.97,4.46,,
18009,CP105,UNSM Cr-128,,,Runningwater,,US,US,Nebraska,Cherry,Early Hemingfordian,,20.43,15.97,4.46,,
69916,CP105,UNSM Cr-149,Eastern Runningwater Fauna,,Runningwater,,US,US,Nebraska,Cherry,Early Hemingfordian,,20.43,15.97,4.46,,
156993,CP105,15 Miles Northeast of Marsland,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17864,CP105,Ahren's Prospect,Ahren Prospect,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17867,CP105,Antelope Creek,,,Runningwater,,US,US,Nebraska,Dawes,Hemingfordian,,20.43,15.97,4.46,,
17874,CP105,Belmont Area,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17879,CP105,Blair Ranch Quarry,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17887,CP105,Cephalogale Ash,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
26019,CP105,Cottonwood Creek (UNSM Dw-117),,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17892,CP105,Cottonwood Creek (UNSM Dw-118),,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17891,CP105,Cottonwood Creek Quarry,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
160680,CP105,Craterogale simus type locality,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17894,CP105,Cross Cut Prospect,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
35607,CP105,Dawes County Sect 23 T30N R49W,,,Runningwater,,US,US,Nebraska,dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17898,CP105,Dunlap Camel Quarry,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17906,CP105,Elder Ranch,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17921,CP105,Gregory Ranch,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17922,CP105,Hank's Locality,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17924,CP105,Hay Springs Creek (Runningwater),,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17926,CP105,Hemingford A Quarry,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17927,CP105,Hemingford B Quarry,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17928,CP105,Hemingford C Quarry,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17946,CP105,Hemingford Quarry 24,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17947,CP105,Hemingford Quarry 25,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17962,CP105,Main Fork of Cottonwood Creek,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17974,CP105,North Branch of Cottonwood Creek,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17977,CP105,Oreolagus nebrascensis Type Locality,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17978,CP105,Pebble Creek,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17982,CP105,Potter Quarry,,,Runningwater,,US,US,Nebraska,Dawes,Hemingfordian,,20.43,15.97,4.46,,
167867,CP105,Red Horse Quarry,UNSM Dw-103,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
170148,CP105,UNSM Dw-120,AMNH Sand Slide Quarry,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17873,CP105,Warren Barnum Ranch,,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
18021,CP105,Wood's Canyon Quarry,Woods Canyon,,Runningwater,,US,US,Nebraska,Dawes,Early Hemingfordian,,20.43,15.97,4.46,,
17888,CP105,Clinton Highway Locality,UNSM Sh-101B,,Runningwater,,US,US,Nebraska,Sheridan,Early Hemingfordian,,20.43,15.97,4.46,,
69915,CP105,UNSM Sh-109,Eastern Runningwater Fauna,,Runningwater,,US,US,Nebraska,Sheridan,Early Hemingfordian,,20.43,15.97,4.46,,
17882,CP105,Brown Quarry,,,Runningwater,,US,US,Nebraska,Sioux,Early Hemingfordian,,20.43,15.97,4.46,,
35606,CP105,Foster Ranch,,,Runningwater,,US,US,Nebraska,Sioux,Early Hemingfordian,,20.43,15.97,4.46,,
102283,CP105,Runningwater Formation Pleurolicus exiguus,,,Runningwater,,US,US,Nebraska,Sioux,Early Hemingfordian,,20.43,15.97,4.46,,
17909,CP105,Expectation Prospect,,,Sand Canyon,,US,US,Nebraska,Dawes,Hemingfordian,,20.43,15.97,4.46,,
17881,CP106,Bridgeport Quarries,"UNSM Mo-113, 114, 115, 116, 118",,Runningwater,,US,US,Nebraska,Morrill,Early Hemingfordian,,20.43,15.97,4.46,,
17979,CP106,Pepper Creek,Site 2 Prospect,,,,US,US,Nebraska,Dawes,Hemingfordian,,20.43,15.97,4.46,,
17896,CP107,Dry Creek Prospect B,,,Box Butte,basal Red Valley,US,US,Nebraska,Box Butte,Hemingfordian,,20.43,15.97,4.46,,
17990,CP107,Sand Canyon (Dawes Clay),,,Box Butte,Dawes Clay,US,US,Nebraska,Dawes,Hemingfordian,,20.43,15.97,4.46,,
17895,CP107,Dry Creek Prospect A,,,Box Butte,Red Valley,US,US,Nebraska,Box Butte,Hemingfordian,,20.43,15.97,4.46,,
17897,CP107,Dry Creek Prospect D,,,Box Butte,Red Valley,US,US,Nebraska,Box Butte,Hemingfordian,,20.43,15.97,4.46,,
17915,CP107,Foley Quarry,,,Box Butte,Red Valley,US,US,Nebraska,Box Butte,Hemingfordian,,20.43,15.97,4.46,,
17970,CP107,Middle Of The Road Quarry,,,Box Butte,Red Valley,US,US,Nebraska,Box Butte,Hemingfordian,,20.43,15.97,4.46,,
17986,CP107,Quarter Mile East of Foley Quarry,,,Box Butte,Red Valley,US,US,Nebraska,Box Butte,Hemingfordian,,20.43,15.97,4.46,,
17907,CP107,Esther Canyon,,,Box Butte,Red Valley,US,US,Nebraska,Dawes,Hemingfordian,,20.43,15.97,4.46,,
17991,CP107,Sand Canyon Quarry,,,Box Butte,Red Valley,US,US,Nebraska,Dawes,Hemingfordian,,20.43,15.97,4.46,,
17871,CP108A,Aphelops Draw (Sheep Creek),,,Sheep Creek,Johnson,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,,
17889,CP108A,Companion Quarry,UNSM Sx-128,,Sheep Creek,lower,US,US,Nebraska,Sioux,Late Hemingfordian,,20.43,15.97,4.46,,
17920,CP108A,Greenside Quarry,,,Sheep Creek,lower,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,,
17961,CP108A,Long Quarry,,,Sheep Creek,lower,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,,
17872,CP108B,Ashbrook Quarry,,,Sheep Creek,middle,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,,
17883,CP108B,Buck Quarry,,,Sheep Creek,middle,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,,
17890,CP108B,Conference Quarry,,,Sheep Creek,middle,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,,
17900,CP108B,East Hilltop Quarry,,,Sheep Creek,middle,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,,
17902,CP108B,East Ravine Quarry,,,Sheep Creek,middle,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,,
17952,CP108B,Hilltop Quarry,,,Sheep Creek,middle,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,,
17968,CP108B,Merychippus Draw,,,Sheep Creek,middle,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,,
17980,CP108B,Pliohippus Draw (Lower),,,Sheep Creek,middle,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,,
17987,CP108B,Ravine Quarry,,,Sheep Creek,middle,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,,
17988,CP108B,Rhino Quarry (F:AM),,,Sheep Creek,middle,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,,
183502,CP108B,Target Quarry,,,Sheep Creek,middle,US,US,Nebraska,Sioux,Late Hemingfordian,,20.43,15.97,4.46,,
18000,CP108B,Thistle Quarry,,,Sheep Creek,middle,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,,
18001,CP108B,Thomson Quarry,Sheep Creek Quarry; Stonehouse Draw; Thompson Quarry,,Sheep Creek,middle,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,,
18012,CP108B,Vista Quarry,,,Sheep Creek,middle,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,,
18016,CP108B,Watson Ranch,,,Sheep Creek,,US,US,Nebraska,Sioux,Hemingfordian,,20.43,15.97,4.46,,
17876,CP109A,Below Observation Quarry,,,,,US,US,Nebraska,Dawes,Hemingfordian,,20.43,15.97,4.46,NOW loc for age ONLY,
17918,CP109A,G Quarry,,,,,US,US,Nebraska,Dawes,Hemingfordian,,20.43,15.97,4.46,,
17917,CP109A,Ginn Quarry,Gin Quarry,,,,US,US,Nebraska,Dawes,Hemingfordian,,20.43,15.97,4.46,,
17959,CP109A,Jorgenson Quarry,,,,,US,US,Nebraska,Dawes,Hemingfordian,,20.43,15.97,4.46,,
20061,CP10II,Sand Hollow,,,,,US,US,Utah,Box Elder,Blancan,,4.9,1.8,3.1,,
17975,CP110,North Wall Quarry,Princeton's 1914 Locality 100C; Sinclair Draw Q. No. 7,,Olcott,subcycle 1,US,US,Nebraska,Sioux,Early Barstovian,,15.97,13.6,2.37,,
17996,CP110,Snake Quarry,Sinclair Q. No. 1,,Olcott,subcycle 1,US,US,Nebraska,Sioux,Early Barstovian,,15.97,13.6,2.37,,
18004,CP110,Trojan Quarry,Chan. Bed Sheep Cr. 21; Quarry 2; Quarry 21; Sheep Creek Quarry; Sinclair Q. No. 4,,Olcott,subcycle 1,US,US,Nebraska,Sioux,Early Barstovian,,15.97,13.6,2.37,,
17901,CP110,East Jenkins Quarry,,,Olcott,subcycle 2,US,US,Nebraska,Sioux,Early Barstovian,,15.97,13.6,2.37,,
17903,CP110,East Sand Quarry,Chan. D.; Princeton's Locality 1000C; Wilson's Quarry No. 9,,Olcott,subcycle 2,US,US,Nebraska,Sioux,Early Barstovian,,15.97,13.6,2.37,,
17956,CP110,Jenkins Quarry,,,Olcott,subcycle 2,US,US,Nebraska,Sioux,Early Barstovian,,15.97,13.6,2.37,,
17992,CP110,Sand Quarry,,,Olcott,subcycle 2,US,US,Nebraska,Sioux,Early Barstovian,,15.97,13.6,2.37,,
17995,CP110,Sinclair Quarry,Princeton's Locality 1000C; Sinclair Draw Quarry,,Olcott,subcycle 2,US,US,Nebraska,Sioux,Early Barstovian,,15.97,13.6,2.37,,
18019,CP110,West Sand Quarry,Chan. D.; Wilson's Quarry No. 8,,Olcott,subcycle 2,US,US,Nebraska,Sioux,Early Barstovian,,15.97,13.6,2.37,,
